tweet_id,feed,posted_at,snapshot_at,snapshot_impressions,current_at,current_impressions,current_likes,author_followers
2077548020393017371,xxl_dump,2026-07-16T00:17:01+00:00,2026-07-18T14:28:26.183+00:00,457706,2026-07-22T10:02:03.629Z,490791,26991,359154
2077557969261134053,xxl_dump,2026-07-16T00:56:33+00:00,2026-07-18T14:28:26.183+00:00,176235,2026-07-22T10:05:50.303Z,176331,2102,10237
2077576035265294417,xxl_dump,2026-07-16T02:08:20+00:00,2026-07-18T14:28:26.183+00:00,18895,2026-07-22T10:02:03.629Z,19145,334,88
2077587168172851441,xxl_dump,2026-07-16T02:52:35+00:00,2026-07-18T14:28:26.183+00:00,75417,2026-07-22T10:05:50.303Z,76676,3375,321839
2077604687117705556,xxl_dump,2026-07-16T04:02:12+00:00,2026-07-18T14:28:26.183+00:00,1325000,2026-07-22T10:02:03.629Z,1335357,314,8835
2077615393674285230,xxl_dump,2026-07-16T04:44:44+00:00,2026-07-18T14:28:26.183+00:00,146117,2026-07-22T10:05:50.303Z,157066,8114,428686
2077631637957849091,xxl_dump,2026-07-16T05:49:17+00:00,2026-07-18T14:28:26.183+00:00,189631,2026-07-22T10:02:03.629Z,190562,127,8178
2077639043118952553,xxl_dump,2026-07-16T06:18:43+00:00,2026-07-18T14:28:26.183+00:00,288946,2026-07-22T10:05:50.303Z,290746,3620,15099
2077649569668563297,xxl_dump,2026-07-16T07:00:32+00:00,2026-07-18T14:28:26.183+00:00,115,2026-07-22T10:02:03.629Z,165,2,8039
2077657442729550147,xxl_dump,2026-07-16T07:31:50+00:00,2026-07-18T14:28:26.183+00:00,675157,2026-07-22T10:05:50.303Z,686161,410,4881
2077670149528649771,xxl_dump,2026-07-16T08:22:19+00:00,2026-07-18T14:28:26.183+00:00,3611,2026-07-22T10:02:03.629Z,3618,20,533
2077674253672124598,xxl_dump,2026-07-16T08:38:38+00:00,2026-07-18T14:28:26.183+00:00,6846,2026-07-22T10:05:50.303Z,6876,21,11
2077684671324799344,xxl_dump,2026-07-16T09:20:01+00:00,2026-07-18T14:28:26.183+00:00,12036,2026-07-22T10:02:03.629Z,248555,61,292098
2077690142144475351,xxl_dump,2026-07-16T09:41:46+00:00,2026-07-18T14:28:26.183+00:00,7471,2026-07-22T10:05:50.303Z,7657,397,406554
2077698637795152253,xxl_dump,2026-07-16T10:15:31+00:00,2026-07-18T14:28:26.183+00:00,3326,2026-07-22T10:02:03.629Z,3396,45,2629
2077701276444340551,xxl_dump,2026-07-16T10:26:00+00:00,2026-07-18T14:28:26.183+00:00,324334,2026-07-22T10:05:50.303Z,330928,6458,147016
2077709411011727666,xxl_dump,2026-07-16T10:58:20+00:00,2026-07-18T14:28:26.183+00:00,32911,2026-07-22T10:02:03.629Z,33048,1363,3356
2077713079790399943,xxl_dump,2026-07-16T11:12:54+00:00,2026-07-18T14:28:26.183+00:00,2205,2026-07-22T10:05:50.303Z,2533,24,2678
2077719391601377559,xxl_dump,2026-07-16T11:37:59+00:00,2026-07-18T14:28:26.183+00:00,10,2026-07-22T10:02:03.629Z,12,1,430
2077722119509578044,xxl_dump,2026-07-16T11:48:50+00:00,2026-07-18T14:28:26.183+00:00,4012,2026-07-22T10:05:50.303Z,4058,148,146296
2077726728525586742,xxl_dump,2026-07-16T12:07:09+00:00,2026-07-18T14:28:26.183+00:00,15023,2026-07-22T10:02:03.629Z,15564,1255,9762
2077729291530326071,xxl_dump,2026-07-16T12:17:20+00:00,2026-07-18T14:28:26.183+00:00,110994,2026-07-22T10:05:50.303Z,117144,8272,53118
2077734478412165483,xxl_dump,2026-07-16T12:37:56+00:00,2026-07-18T14:28:26.183+00:00,37,2026-07-22T10:02:03.629Z,39,2,1782
2077737095486214178,xxl_dump,2026-07-16T12:48:20+00:00,2026-07-18T14:28:26.183+00:00,262007,2026-07-22T10:05:50.303Z,302224,4102,8384486
2077742176180805973,xxl_dump,2026-07-16T13:08:32+00:00,2026-07-18T14:28:26.183+00:00,696,2026-07-22T10:02:03.629Z,702,20,555
2077744019304583389,xxl_dump,2026-07-16T13:15:51+00:00,2026-07-18T14:28:26.183+00:00,429,2026-07-22T10:05:50.303Z,433,4,425
2077747706399961361,xxl_dump,2026-07-16T13:30:30+00:00,2026-07-18T14:28:26.183+00:00,1342,2026-07-22T10:02:03.629Z,1363,149,219643
2077749451121107100,xxl_dump,2026-07-16T13:37:26+00:00,2026-07-18T14:28:26.183+00:00,125954,2026-07-22T10:05:50.303Z,135258,1234,1882637
2077752928979304634,xxl_dump,2026-07-16T13:51:15+00:00,2026-07-18T14:28:26.183+00:00,460927,2026-07-22T10:02:03.629Z,471978,13670,1735848
2077754271299252245,xxl_dump,2026-07-16T13:56:35+00:00,2026-07-18T14:28:26.183+00:00,2384541,2026-07-22T10:05:50.303Z,2702229,88345,322278
2077757673622102315,xxl_dump,2026-07-16T14:10:06+00:00,2026-07-18T14:28:26.183+00:00,16399,2026-07-22T10:02:03.629Z,16577,896,30371
2077759489185333753,xxl_dump,2026-07-16T14:17:19+00:00,2026-07-18T14:28:26.183+00:00,129843,2026-07-22T10:05:50.303Z,130794,23,33299
2077762761245827285,xxl_dump,2026-07-16T14:30:19+00:00,2026-07-18T14:28:26.183+00:00,4190,2026-07-22T10:02:03.629Z,4303,224,30371
2077763948942667967,xxl_dump,2026-07-16T14:35:03+00:00,2026-07-18T14:28:26.183+00:00,201193,2026-07-22T10:05:50.303Z,220375,5515,1099390
2077767366188912907,xxl_dump,2026-07-16T14:48:37+00:00,2026-07-18T14:28:26.183+00:00,647,2026-07-22T10:02:03.629Z,666,14,584
2077768766138564963,xxl_dump,2026-07-16T14:54:11+00:00,2026-07-18T14:28:26.183+00:00,6323,2026-07-22T10:05:50.303Z,6457,420,100799
