tweet_id,feed,posted_at,snapshot_at,snapshot_impressions,current_at,current_impressions,current_likes,author_followers
2077770936049184978,xxl_dump,2026-07-16T15:02:48+00:00,2026-07-18T14:28:26.183+00:00,46,2026-07-22T10:02:03.629Z,54,2,2
2077772295246877146,xxl_dump,2026-07-16T15:08:12+00:00,2026-07-18T14:28:26.183+00:00,3572,2026-07-22T10:05:50.303Z,3580,273,826
2077775278588187127,xxl_dump,2026-07-16T15:20:04+00:00,2026-07-18T14:28:26.183+00:00,350741,2026-07-22T10:02:03.629Z,359434,1659,6574
2077777068943900706,xxl_dump,2026-07-16T15:27:11+00:00,2026-07-18T14:28:26.183+00:00,153429,2026-07-22T10:05:50.303Z,172667,10502,6314
2077778972348182574,xxl_dump,2026-07-16T15:34:44+00:00,2026-07-18T14:28:26.183+00:00,67109,2026-07-22T10:02:03.629Z,74250,695,17410
2077780112083144749,xxl_dump,2026-07-16T15:39:16+00:00,2026-07-18T14:28:26.183+00:00,993,2026-07-22T10:05:50.303Z,1005,41,62265
2077782378701803697,xxl_dump,2026-07-16T15:48:17+00:00,2026-07-18T14:28:26.183+00:00,4020,2026-07-22T10:02:03.629Z,4074,14,14656
2077783775396929707,xxl_dump,2026-07-16T15:53:50+00:00,2026-07-18T14:28:26.183+00:00,2894,2026-07-22T10:05:50.303Z,2956,4,1857067
2077785926525493602,xxl_dump,2026-07-16T16:02:22+00:00,2026-07-18T14:28:26.183+00:00,77,2026-07-22T10:02:03.629Z,77,1,668
2077786917161058335,xxl_dump,2026-07-16T16:06:19+00:00,2026-07-18T14:28:26.183+00:00,39350,2026-07-22T10:05:50.303Z,40096,139,29928
2077789622369751448,xxl_dump,2026-07-16T16:17:04+00:00,2026-07-18T14:28:26.183+00:00,35,2026-07-22T10:02:02.671Z,35,0,8482
2077790905969627366,xxl_dump,2026-07-16T16:22:10+00:00,2026-07-18T14:28:26.183+00:00,452,2026-07-22T10:05:50.303Z,457,3,1579
2077793408970870903,xxl_dump,2026-07-16T16:32:06+00:00,2026-07-18T14:28:26.183+00:00,11397,2026-07-22T10:02:02.671Z,14404,306,2786
2077794524030451914,xxl_dump,2026-07-16T16:36:32+00:00,2026-07-18T14:28:26.183+00:00,166588,2026-07-22T10:05:50.303Z,167490,1706,684987
2077796913525748042,xxl_dump,2026-07-16T16:46:02+00:00,2026-07-18T14:28:26.183+00:00,6284,2026-07-22T10:02:02.671Z,6326,21,70192
2077798218448904326,xxl_dump,2026-07-16T16:51:13+00:00,2026-07-18T14:28:26.183+00:00,8337,2026-07-22T10:05:50.303Z,8406,132,69406
2077800407477432599,xxl_dump,2026-07-16T16:59:55+00:00,2026-07-18T14:28:26.183+00:00,26367,2026-07-22T10:02:02.671Z,27098,113,1408
2077801202201637232,xxl_dump,2026-07-16T17:03:04+00:00,2026-07-18T14:28:26.183+00:00,21870,2026-07-22T10:05:50.303Z,21986,340,13954
2077803839856492788,xxl_dump,2026-07-16T17:13:33+00:00,2026-07-18T14:28:26.183+00:00,110999,2026-07-22T10:02:02.671Z,114791,443,1145
2077804838428291291,xxl_dump,2026-07-16T17:17:31+00:00,2026-07-18T14:28:26.183+00:00,317,2026-07-22T10:05:50.303Z,326,3,1537
2077806859407274069,xxl_dump,2026-07-16T17:25:33+00:00,2026-07-18T14:28:26.183+00:00,34,2026-07-22T10:02:02.671Z,36,1,3178
2077807994801139968,xxl_dump,2026-07-16T17:30:04+00:00,2026-07-18T14:28:26.183+00:00,113565,2026-07-22T10:05:50.303Z,114165,3534,1509
2077809543841816833,xxl_dump,2026-07-16T17:36:13+00:00,2026-07-18T14:28:26.183+00:00,2937,2026-07-22T10:02:02.671Z,2993,2,271
2077810493834563832,xxl_dump,2026-07-16T17:40:00+00:00,2026-07-18T14:28:26.183+00:00,43964,2026-07-22T10:05:50.303Z,53071,866,4341384
2077812267114967063,xxl_dump,2026-07-16T17:47:03+00:00,2026-07-18T14:28:26.183+00:00,100367,2026-07-22T10:02:02.671Z,105193,3757,863137
2077813300801229298,xxl_dump,2026-07-16T17:51:09+00:00,2026-07-18T14:28:26.183+00:00,882,2026-07-22T10:05:50.303Z,966,22,289
2077815046227595436,xxl_dump,2026-07-16T17:58:05+00:00,2026-07-18T14:28:26.183+00:00,749789,2026-07-22T10:02:02.671Z,764138,27331,2557
2077815828246839501,xxl_dump,2026-07-16T18:01:12+00:00,2026-07-18T14:28:26.183+00:00,6275,2026-07-22T10:05:50.303Z,6454,115,863
2077817620653306034,xxl_dump,2026-07-16T18:08:19+00:00,2026-07-18T14:28:26.183+00:00,211,2026-07-22T10:02:02.671Z,214,0,318
2077819863674859776,xxl_dump,2026-07-16T18:17:14+00:00,2026-07-18T14:28:26.183+00:00,28622,2026-07-22T10:02:02.671Z,29253,2304,18858
2077821016730923295,xxl_dump,2026-07-16T18:21:49+00:00,2026-07-18T14:28:26.183+00:00,62,2026-07-22T10:05:50.303Z,64,3,372
2077822754943033723,xxl_dump,2026-07-16T18:28:43+00:00,2026-07-18T14:28:26.183+00:00,1423924,2026-07-22T10:02:02.671Z,1440454,32459,2720435
2077823661692633097,xxl_dump,2026-07-16T18:32:19+00:00,2026-07-18T14:28:26.183+00:00,47,2026-07-22T10:05:50.303Z,49,2,25
2077825352622035179,xxl_dump,2026-07-16T18:39:02+00:00,2026-07-18T14:28:26.183+00:00,43,2026-07-22T10:02:02.671Z,45,0,167
2077826658590216404,xxl_dump,2026-07-16T18:44:14+00:00,2026-07-18T14:28:26.183+00:00,815681,2026-07-22T10:05:50.303Z,823051,2260,188273
2077828861715206236,xxl_dump,2026-07-16T18:52:59+00:00,2026-07-18T14:28:26.183+00:00,2888,2026-07-22T10:05:50.303Z,2956,149,42360
2077830436609265710,xxl_dump,2026-07-16T18:59:14+00:00,2026-07-18T14:28:26.183+00:00,103,2026-07-22T10:02:02.671Z,113,0,2713
2077830983026643214,xxl_dump,2026-07-16T19:01:25+00:00,2026-07-18T14:28:26.183+00:00,18,2026-07-22T10:05:50.303Z,24,0,128
2077832637972955459,xxl_dump,2026-07-16T19:07:59+00:00,2026-07-18T14:28:26.183+00:00,3954848,2026-07-22T10:02:02.671Z,9873356,19059,5080482
2077833240405025234,xxl_dump,2026-07-16T19:10:23+00:00,2026-07-18T14:28:26.183+00:00,48717,2026-07-22T10:05:50.303Z,54646,29,183
2077835261707255915,xxl_dump,2026-07-16T19:18:25+00:00,2026-07-18T14:28:26.183+00:00,176,2026-07-22T10:02:02.671Z,179,3,496
2077836187071623597,xxl_dump,2026-07-16T19:22:05+00:00,2026-07-18T14:28:26.183+00:00,10,2026-07-22T10:05:50.303Z,13,0,12
2077837440040173906,xxl_dump,2026-07-16T19:27:04+00:00,2026-07-18T14:28:26.183+00:00,1956889,2026-07-22T10:02:02.671Z,1981267,2060,948
2077838011228995944,xxl_dump,2026-07-16T19:29:20+00:00,2026-07-18T14:28:26.183+00:00,38,2026-07-22T10:05:50.303Z,41,2,273
2077839381243535376,xxl_dump,2026-07-16T19:34:47+00:00,2026-07-18T14:28:26.183+00:00,8510,2026-07-22T10:02:02.671Z,8752,222,16045
2077840154257924604,xxl_dump,2026-07-16T19:37:51+00:00,2026-07-18T14:28:26.183+00:00,270,2026-07-22T10:05:50.303Z,293,9,267
2077841479700193564,xxl_dump,2026-07-16T19:43:07+00:00,2026-07-18T14:28:26.183+00:00,1166698,2026-07-22T10:02:02.671Z,1270513,988,34903
2077842192979152990,xxl_dump,2026-07-16T19:45:57+00:00,2026-07-18T14:28:26.183+00:00,3648,2026-07-22T10:05:50.303Z,3780,14,513
2077843468131442924,xxl_dump,2026-07-16T19:51:01+00:00,2026-07-18T14:28:26.183+00:00,847118,2026-07-22T10:02:02.671Z,906643,66088,102623
2077844213559963969,xxl_dump,2026-07-16T19:53:59+00:00,2026-07-18T14:28:26.183+00:00,1679854,2026-07-22T10:05:50.303Z,1697811,14572,17973
2077845489114821081,xxl_dump,2026-07-16T19:59:03+00:00,2026-07-18T14:28:26.183+00:00,10848,2026-07-22T10:02:02.671Z,11386,512,18806
2077845994293674348,xxl_dump,2026-07-16T20:01:04+00:00,2026-07-18T14:28:26.183+00:00,146676,2026-07-22T10:05:50.303Z,151485,1482,3972106
2077847109945176288,xxl_dump,2026-07-16T20:05:30+00:00,2026-07-18T14:28:26.183+00:00,1723,2026-07-22T10:02:02.671Z,1865,11,200
2077847707507413164,xxl_dump,2026-07-16T20:07:52+00:00,2026-07-18T14:28:26.183+00:00,30854,2026-07-22T10:05:50.303Z,38097,120,568476
2077849148984827958,xxl_dump,2026-07-16T20:13:36+00:00,2026-07-18T14:28:26.183+00:00,41,2026-07-22T10:02:02.671Z,41,1,562
2077849628100182517,xxl_dump,2026-07-16T20:15:30+00:00,2026-07-18T14:28:26.183+00:00,2831,2026-07-22T10:05:50.303Z,3038,58,29060
2077850764374892657,xxl_dump,2026-07-16T20:20:01+00:00,2026-07-18T14:28:26.183+00:00,42,2026-07-22T10:02:02.671Z,54,1,2750
2077851376386764859,xxl_dump,2026-07-16T20:22:27+00:00,2026-07-18T14:28:26.183+00:00,102258,2026-07-22T10:05:50.303Z,106027,608,5523767
2077852465383321898,xxl_dump,2026-07-16T20:26:47+00:00,2026-07-18T14:28:26.183+00:00,8564,2026-07-22T10:02:02.671Z,8684,232,14101
2077852935594160150,xxl_dump,2026-07-16T20:28:39+00:00,2026-07-18T14:28:26.183+00:00,1256,2026-07-22T10:05:50.303Z,1269,86,827
2077854080949420131,xxl_dump,2026-07-16T20:33:12+00:00,2026-07-18T14:28:26.183+00:00,893,2026-07-22T10:02:02.671Z,899,1,2283
2077854780932673701,xxl_dump,2026-07-16T20:35:59+00:00,2026-07-18T14:28:26.183+00:00,152939,2026-07-22T10:05:50.303Z,160953,14478,216131
2077855889109782861,xxl_dump,2026-07-16T20:40:23+00:00,2026-07-18T14:28:26.183+00:00,34223,2026-07-22T10:02:02.671Z,34570,152,669582
2077856461804228721,xxl_dump,2026-07-16T20:42:39+00:00,2026-07-18T14:28:26.183+00:00,177451,2026-07-22T10:05:50.303Z,183044,7005,1919088
2077857476574052730,xxl_dump,2026-07-16T20:46:41+00:00,2026-07-18T14:28:26.183+00:00,799269,2026-07-22T10:02:02.671Z,815738,2969,5586
2077858148644196667,xxl_dump,2026-07-16T20:49:22+00:00,2026-07-18T14:28:26.183+00:00,2769,2026-07-22T10:05:50.303Z,2861,41,794
2077859437792858294,xxl_dump,2026-07-16T20:54:29+00:00,2026-07-18T14:28:26.183+00:00,1592,2026-07-22T10:02:02.671Z,1616,214,4259
2077859863187628315,xxl_dump,2026-07-16T20:56:10+00:00,2026-07-18T14:28:26.183+00:00,17789,2026-07-22T10:05:50.303Z,18116,1595,895
2077860984606294064,xxl_dump,2026-07-16T21:00:38+00:00,2026-07-18T14:28:26.183+00:00,30,2026-07-22T10:02:02.671Z,30,2,3401
2077861526027792702,xxl_dump,2026-07-16T21:02:47+00:00,2026-07-18T14:28:26.183+00:00,190,2026-07-22T10:05:50.303Z,207,0,76
2077862720246788336,xxl_dump,2026-07-16T21:07:31+00:00,2026-07-18T14:28:26.183+00:00,7041,2026-07-22T10:02:02.671Z,7205,130,10716
2077863188603834487,xxl_dump,2026-07-16T21:09:23+00:00,2026-07-18T14:28:26.183+00:00,79,2026-07-22T10:05:50.303Z,84,0,108
2077864266519183654,xxl_dump,2026-07-16T21:13:40+00:00,2026-07-18T14:28:26.183+00:00,2449,2026-07-22T10:02:02.671Z,2456,73,6951
2077864908192940474,xxl_dump,2026-07-16T21:16:13+00:00,2026-07-18T14:28:26.183+00:00,518,2026-07-22T10:05:50.303Z,532,13,853
2077866009210339591,xxl_dump,2026-07-16T21:20:36+00:00,2026-07-18T14:28:26.183+00:00,1281224,2026-07-22T10:02:02.671Z,1288620,9922,133422
2077866752378098166,xxl_dump,2026-07-16T21:23:33+00:00,2026-07-18T14:28:26.183+00:00,194956,2026-07-22T10:05:49.421Z,565436,361,72
2077867835921957043,xxl_dump,2026-07-16T21:27:51+00:00,2026-07-18T14:28:26.183+00:00,71117,2026-07-22T10:02:02.671Z,72532,3744,216153
2077868377238798623,xxl_dump,2026-07-16T21:30:00+00:00,2026-07-18T14:28:26.183+00:00,1021,2026-07-22T10:05:49.421Z,1756,67,145
2077869389358014536,xxl_dump,2026-07-16T21:34:02+00:00,2026-07-18T14:28:26.183+00:00,38040,2026-07-22T10:02:02.671Z,38487,670,32344
2077869793311404120,xxl_dump,2026-07-16T21:35:38+00:00,2026-07-18T14:28:26.183+00:00,86,2026-07-22T10:05:49.421Z,99,5,556
2077870630985212402,xxl_dump,2026-07-16T21:38:58+00:00,2026-07-18T14:28:26.183+00:00,24259,2026-07-22T10:02:02.671Z,24372,811,9077
2077871091825951211,xxl_dump,2026-07-16T21:40:47+00:00,2026-07-18T14:28:26.183+00:00,62350,2026-07-22T10:05:49.421Z,65096,565,6842841
2077872386511122638,xxl_dump,2026-07-16T21:45:56+00:00,2026-07-18T14:28:26.183+00:00,27138,2026-07-22T10:02:02.671Z,27543,117,1910
2077873125690052847,xxl_dump,2026-07-16T21:48:52+00:00,2026-07-18T14:28:26.183+00:00,432165,2026-07-22T10:05:49.421Z,443365,388,152211
2077874123586302325,xxl_dump,2026-07-16T21:52:50+00:00,2026-07-18T14:28:26.183+00:00,83,2026-07-22T10:02:02.671Z,210,1,12821
2077874743319855179,xxl_dump,2026-07-16T21:55:18+00:00,2026-07-18T14:28:26.183+00:00,6177,2026-07-22T10:05:49.421Z,6191,39,1570
2077875613243732272,xxl_dump,2026-07-16T21:58:45+00:00,2026-07-18T14:28:26.183+00:00,158521,2026-07-22T10:02:02.671Z,173550,4426,2777064
2077876196029632763,xxl_dump,2026-07-16T22:01:04+00:00,2026-07-18T14:28:26.183+00:00,46255,2026-07-22T10:05:49.421Z,48255,643,3545
2077877296719913407,xxl_dump,2026-07-16T22:05:27+00:00,2026-07-18T14:28:26.183+00:00,43754,2026-07-22T10:02:02.671Z,45338,571,167933
2077877823843242040,xxl_dump,2026-07-16T22:07:32+00:00,2026-07-18T14:28:26.183+00:00,138867,2026-07-22T10:05:49.421Z,141886,1236,510686
2077878754857390413,xxl_dump,2026-07-16T22:11:14+00:00,2026-07-18T14:28:26.183+00:00,150847,2026-07-22T10:02:02.671Z,161560,5165,1328283
2077879208911470956,xxl_dump,2026-07-16T22:13:03+00:00,2026-07-18T14:28:26.183+00:00,317,2026-07-22T10:05:49.421Z,321,0,123
2077880496235712643,xxl_dump,2026-07-16T22:18:10+00:00,2026-07-18T14:28:26.183+00:00,902205,2026-07-22T10:02:02.671Z,942854,10953,4757017
2077881007265493112,xxl_dump,2026-07-16T22:20:11+00:00,2026-07-18T14:28:26.183+00:00,19745,2026-07-22T10:05:49.421Z,20280,24,9298939
2077881903135257085,xxl_dump,2026-07-16T22:23:45+00:00,2026-07-18T14:28:26.183+00:00,855933,2026-07-22T10:02:02.671Z,927394,37656,1265868
2077882441507676562,xxl_dump,2026-07-16T22:25:53+00:00,2026-07-18T14:28:26.183+00:00,35913,2026-07-22T10:05:49.421Z,36192,177,153582
2077883370751643769,xxl_dump,2026-07-16T22:29:35+00:00,2026-07-18T14:28:26.183+00:00,427,2026-07-22T10:02:02.671Z,466,5,9102
2077883879982289208,xxl_dump,2026-07-16T22:31:36+00:00,2026-07-18T14:28:26.183+00:00,485,2026-07-22T10:05:49.421Z,501,4,1265
2077885059529355324,xxl_dump,2026-07-16T22:36:18+00:00,2026-07-18T14:28:26.183+00:00,126,2026-07-22T10:02:02.671Z,128,21,416
2077885458890334690,xxl_dump,2026-07-16T22:37:53+00:00,2026-07-18T14:28:26.183+00:00,687,2026-07-22T10:05:49.421Z,696,18,1430
2077886740086378898,xxl_dump,2026-07-16T22:42:58+00:00,2026-07-18T14:28:26.183+00:00,30690,2026-07-22T10:02:02.671Z,30991,404,99670
2077887233332560045,xxl_dump,2026-07-16T22:44:56+00:00,2026-07-18T14:28:26.183+00:00,135,2026-07-22T10:05:49.421Z,152,6,98
2077888174940938559,xxl_dump,2026-07-16T22:48:40+00:00,2026-07-18T14:28:26.183+00:00,196,2026-07-22T10:02:02.671Z,210,16,702
2077888886986965221,xxl_dump,2026-07-16T22:51:30+00:00,2026-07-18T14:28:26.183+00:00,1,2026-07-22T10:05:49.421Z,2,0,163
2077890123312865287,xxl_dump,2026-07-16T22:56:25+00:00,2026-07-18T14:28:26.183+00:00,888,2026-07-22T10:02:02.671Z,895,2,4399
2077890677677887624,xxl_dump,2026-07-16T22:58:37+00:00,2026-07-18T14:28:26.183+00:00,130169,2026-07-22T10:05:49.421Z,176937,2904,240927593
2077891641076248676,xxl_dump,2026-07-16T23:02:27+00:00,2026-07-18T14:28:26.183+00:00,6718463,2026-07-22T10:02:02.671Z,7099902,8388,219761
2077892341910929808,xxl_dump,2026-07-16T23:05:14+00:00,2026-07-18T14:28:26.183+00:00,1202,2026-07-22T10:05:49.421Z,1211,41,1714
2077893508212380042,xxl_dump,2026-07-16T23:09:52+00:00,2026-07-18T14:28:26.183+00:00,20,2026-07-22T10:02:02.671Z,22,1,594
2077894020106187120,xxl_dump,2026-07-16T23:11:54+00:00,2026-07-18T14:28:26.183+00:00,31060,2026-07-22T10:05:49.421Z,31312,2225,218309
2077895255131824153,xxl_dump,2026-07-16T23:16:48+00:00,2026-07-18T14:28:26.183+00:00,36,2026-07-22T10:02:02.671Z,39,1,5705
2077895772893258156,xxl_dump,2026-07-16T23:18:52+00:00,2026-07-18T14:28:26.183+00:00,3399,2026-07-22T10:05:49.421Z,3468,27,7709
2077896927157403778,xxl_dump,2026-07-16T23:23:27+00:00,2026-07-18T14:28:26.183+00:00,2316593,2026-07-22T10:02:02.671Z,2330751,1480,303
2077897514036986296,xxl_dump,2026-07-16T23:25:47+00:00,2026-07-18T14:28:26.183+00:00,88981,2026-07-22T10:05:49.421Z,89738,11972,13202
2077898638336872684,xxl_dump,2026-07-16T23:30:15+00:00,2026-07-18T14:28:26.183+00:00,3601,2026-07-22T10:02:02.671Z,3683,100,78061
2077899172385010163,xxl_dump,2026-07-16T23:32:22+00:00,2026-07-18T14:28:26.183+00:00,2281,2026-07-22T10:05:49.421Z,2579,60,26245
2077900223213416558,xxl_dump,2026-07-16T23:36:33+00:00,2026-07-18T14:28:26.183+00:00,18856,2026-07-22T10:02:02.671Z,19112,491,517502
2077900765939527911,xxl_dump,2026-07-16T23:38:42+00:00,2026-07-18T14:28:26.183+00:00,13,2026-07-22T10:05:49.421Z,19,0,8863631
2077901839144476901,xxl_dump,2026-07-16T23:42:58+00:00,2026-07-18T14:28:26.183+00:00,295719,2026-07-22T10:02:02.671Z,297680,7075,1025992
2077902370101408054,xxl_dump,2026-07-16T23:45:05+00:00,2026-07-18T14:28:26.183+00:00,339,2026-07-22T10:05:49.421Z,346,5,5108
2077903674064683511,xxl_dump,2026-07-16T23:50:16+00:00,2026-07-18T14:28:26.183+00:00,198057,2026-07-22T10:02:02.671Z,209266,3741,568382
2077904355311640640,xxl_dump,2026-07-16T23:52:58+00:00,2026-07-18T14:28:26.183+00:00,45,2026-07-22T10:05:49.421Z,45,0,532
2077905480262008880,xxl_dump,2026-07-16T23:57:26+00:00,2026-07-18T14:28:26.183+00:00,608370,2026-07-22T10:02:02.671Z,798291,64830,40328
2077906126725939524,xxl_dump,2026-07-17T00:00:00+00:00,2026-07-18T14:28:26.183+00:00,28652,2026-07-22T10:05:49.421Z,30006,37,1754664
2077907242121101766,xxl_dump,2026-07-17T00:04:26+00:00,2026-07-18T14:28:26.183+00:00,17,2026-07-22T10:02:02.671Z,17,0,86
2077907978850627725,xxl_dump,2026-07-17T00:07:22+00:00,2026-07-18T14:28:26.183+00:00,98,2026-07-22T10:05:49.421Z,105,1,363
2077908908727755167,xxl_dump,2026-07-17T00:11:04+00:00,2026-07-18T14:28:26.183+00:00,861,2026-07-22T10:02:02.671Z,1165,39,83
2077909483116785711,xxl_dump,2026-07-17T00:13:21+00:00,2026-07-18T14:28:26.183+00:00,232516,2026-07-22T10:05:49.421Z,239485,2324,18372
2077911079771095550,xxl_dump,2026-07-17T00:19:41+00:00,2026-07-18T14:28:26.183+00:00,51,2026-07-22T10:02:02.671Z,55,1,17
2077911777363251410,xxl_dump,2026-07-17T00:22:28+00:00,2026-07-18T14:28:26.183+00:00,110362,2026-07-22T10:05:49.421Z,111089,1912,85633
2077913037005099366,xxl_dump,2026-07-17T00:27:28+00:00,2026-07-18T14:28:26.183+00:00,4238204,2026-07-22T10:02:02.671Z,4900102,8148,697299
2077913691769499887,xxl_dump,2026-07-17T00:30:04+00:00,2026-07-18T14:28:26.183+00:00,191106,2026-07-22T10:05:49.421Z,197856,510,53670205
2077914620442869946,xxl_dump,2026-07-17T00:33:45+00:00,2026-07-18T14:28:26.183+00:00,12550,2026-07-22T10:02:02.671Z,15622,252,336
2077915311353757933,xxl_dump,2026-07-17T00:36:30+00:00,2026-07-18T14:28:26.183+00:00,107603,2026-07-22T10:05:49.421Z,111556,2294,260954
2077916531049328674,xxl_dump,2026-07-17T00:41:21+00:00,2026-07-18T14:28:26.183+00:00,23371,2026-07-22T10:02:02.671Z,24774,2465,1411245
2077917173268513142,xxl_dump,2026-07-17T00:43:54+00:00,2026-07-18T14:28:26.183+00:00,339,2026-07-22T10:05:49.421Z,415,7,1137
2077918260838723867,xxl_dump,2026-07-17T00:48:13+00:00,2026-07-18T14:28:26.183+00:00,14967,2026-07-22T10:02:02.671Z,15158,137,4062
2077918867695812939,xxl_dump,2026-07-17T00:50:38+00:00,2026-07-18T14:28:26.183+00:00,170089,2026-07-22T10:05:49.421Z,185523,1318,29262657
2077920306941894870,xxl_dump,2026-07-17T00:56:21+00:00,2026-07-18T14:28:26.183+00:00,3497,2026-07-22T10:02:02.671Z,3528,373,139154
2077920959693017263,xxl_dump,2026-07-17T00:58:57+00:00,2026-07-18T14:28:26.183+00:00,618921,2026-07-22T10:05:49.421Z,635396,9401,573693
2077921874026135857,xxl_dump,2026-07-17T01:02:35+00:00,2026-07-18T14:28:26.183+00:00,515361,2026-07-22T10:02:02.671Z,521099,2344,582452
2077922319322780075,xxl_dump,2026-07-17T01:04:21+00:00,2026-07-18T14:28:26.183+00:00,61626,2026-07-22T10:05:49.421Z,62405,4301,1456190
2077923392397734018,xxl_dump,2026-07-17T01:08:37+00:00,2026-07-18T14:28:26.183+00:00,139,2026-07-22T10:02:02.671Z,144,2,1730
2077923934641463357,xxl_dump,2026-07-17T01:10:46+00:00,2026-07-18T14:28:26.183+00:00,26773,2026-07-22T10:05:49.421Z,27412,220,101115
2077924669928120778,xxl_dump,2026-07-17T01:13:41+00:00,2026-07-18T14:28:26.183+00:00,116343,2026-07-22T10:02:02.671Z,117253,4867,1134065
2077925063714541736,xxl_dump,2026-07-17T01:15:15+00:00,2026-07-18T14:28:26.183+00:00,931042,2026-07-22T10:05:49.421Z,936555,5360,228414
2077925814495011079,xxl_dump,2026-07-17T01:18:14+00:00,2026-07-18T14:28:26.183+00:00,35685,2026-07-22T10:02:02.671Z,35803,190,9
2077926139931017227,xxl_dump,2026-07-17T01:19:32+00:00,2026-07-18T14:28:26.183+00:00,5163,2026-07-22T10:05:49.421Z,5306,96,284
2077926721467105755,xxl_dump,2026-07-17T01:21:51+00:00,2026-07-18T14:28:26.183+00:00,17436,2026-07-22T10:02:02.671Z,18632,316,497558
2077927016918397416,xxl_dump,2026-07-17T01:23:01+00:00,2026-07-18T14:28:26.183+00:00,514,2026-07-22T10:05:49.421Z,519,2,619
2077927754914574475,xxl_dump,2026-07-17T01:25:57+00:00,2026-07-18T14:28:26.183+00:00,14411,2026-07-22T10:02:02.671Z,14455,122,473
2077928113938256114,xxl_dump,2026-07-17T01:27:23+00:00,2026-07-18T14:28:26.183+00:00,76005,2026-07-22T10:05:49.421Z,80289,1354,133422
2077928872717295775,xxl_dump,2026-07-17T01:30:23+00:00,2026-07-18T14:28:26.183+00:00,255558,2026-07-22T10:02:02.671Z,262510,16220,4757016
2077929112484925897,xxl_dump,2026-07-17T01:31:21+00:00,2026-07-18T14:28:26.183+00:00,257893,2026-07-22T10:05:49.421Z,276312,19121,494506
2077929798396174610,xxl_dump,2026-07-17T01:34:04+00:00,2026-07-18T14:28:26.183+00:00,23730,2026-07-22T10:02:02.671Z,24641,5,49
2077930159810736503,xxl_dump,2026-07-17T01:35:30+00:00,2026-07-18T14:28:26.183+00:00,49485,2026-07-22T10:05:49.421Z,51454,2170,1063073
2077930923593502910,xxl_dump,2026-07-17T01:38:32+00:00,2026-07-18T14:28:26.183+00:00,327570,2026-07-22T10:02:02.671Z,332951,18102,1115250
2077931142733246532,xxl_dump,2026-07-17T01:39:25+00:00,2026-07-18T14:28:26.183+00:00,82446,2026-07-22T10:05:49.421Z,85866,2721,143262
2077931946202538302,xxl_dump,2026-07-17T01:42:36+00:00,2026-07-18T14:28:26.183+00:00,96435,2026-07-22T10:02:02.671Z,109453,1577,4476866
2077932253045281078,xxl_dump,2026-07-17T01:43:49+00:00,2026-07-18T14:28:26.183+00:00,1111,2026-07-22T10:05:49.421Z,1125,0,1458
2077933167860752628,xxl_dump,2026-07-17T01:47:28+00:00,2026-07-18T14:28:26.183+00:00,39052,2026-07-22T10:02:02.671Z,39980,1255,69406
2077933528722047206,xxl_dump,2026-07-17T01:48:54+00:00,2026-07-18T14:28:26.183+00:00,6502,2026-07-22T10:05:49.421Z,6622,67,3645
2077934315418087776,xxl_dump,2026-07-17T01:52:01+00:00,2026-07-18T14:28:26.183+00:00,5960,2026-07-22T10:02:02.671Z,6336,184,1273
2077934703839936892,xxl_dump,2026-07-17T01:53:34+00:00,2026-07-18T14:28:26.183+00:00,320,2026-07-22T10:05:49.421Z,322,5,198
2077935481635865001,xxl_dump,2026-07-17T01:56:39+00:00,2026-07-18T14:28:26.183+00:00,2857308,2026-07-22T10:02:02.671Z,3079524,10570,134959
2077935824507682919,xxl_dump,2026-07-17T01:58:01+00:00,2026-07-18T14:28:26.183+00:00,993,2026-07-22T10:05:49.421Z,1044,25,324275
2077936680322183313,xxl_dump,2026-07-17T02:01:25+00:00,2026-07-18T14:28:26.183+00:00,4454,2026-07-22T10:02:02.671Z,4609,29,181325
2077937156513845505,xxl_dump,2026-07-17T02:03:18+00:00,2026-07-18T14:28:26.183+00:00,111479,2026-07-22T10:05:49.421Z,114878,4918,1693883
2077938394210984185,xxl_dump,2026-07-17T02:08:14+00:00,2026-07-18T14:28:26.183+00:00,4,2026-07-22T10:02:02.671Z,4,0,194
2077938975793135947,xxl_dump,2026-07-17T02:10:32+00:00,2026-07-18T14:28:26.183+00:00,315143,2026-07-22T10:05:49.421Z,361561,5296,331031
2077939928550314066,xxl_dump,2026-07-17T02:14:19+00:00,2026-07-18T14:28:26.183+00:00,154505,2026-07-22T10:02:02.671Z,170660,1690,195
2077940465983214040,xxl_dump,2026-07-17T02:16:28+00:00,2026-07-18T14:28:26.183+00:00,1445,2026-07-22T10:05:49.421Z,1534,31,1505467
2077941325161545989,xxl_dump,2026-07-17T02:19:52+00:00,2026-07-18T14:28:26.183+00:00,45470,2026-07-22T10:02:02.671Z,46399,4200,12902
2077941688312471563,xxl_dump,2026-07-17T02:21:19+00:00,2026-07-18T14:28:26.183+00:00,33,2026-07-22T10:05:49.421Z,33,2,20
2077942710078493062,xxl_dump,2026-07-17T02:25:23+00:00,2026-07-18T14:28:26.183+00:00,13,2026-07-22T10:02:02.671Z,13,0,1174
2077943350162800991,xxl_dump,2026-07-17T02:27:55+00:00,2026-07-18T14:28:26.183+00:00,53853,2026-07-22T10:05:49.421Z,55087,407,38980
2077944380992979002,xxl_dump,2026-07-17T02:32:01+00:00,2026-07-18T14:28:26.183+00:00,82882,2026-07-22T10:02:02.671Z,83939,285,763347
